RSOCFO,FAMILLE,SOUS FAM,NARTAR,LARTAR,NBPCVL,PVTCPJ,STOCK,QTE EN CDE,GPV HH (30),GPV SU PL (130),GPV SU DJIBI (235),GPV HU (302),ASTEN HCP (230),QTE,ARTICLE
U MARQUE NATIONALE,780,275,100510395,BOITE CADEAU SDORG ASS 4722851/5167,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,275,100510396,SOFT BALL VULLI 6920630/5166,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,280,100510397,CUBE EVEIL SLG VULLI UNIQ 7271414,1,0,0,0,,,,,,,
U MARQUE NATIONALE,400,110,100510398,OREIL MONBUD.60*60 DODO BLC 4634713,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100510417,BOTTE PLUIE ENF ROUGE 31/32 5673065,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100510418,BOTTE PLUIE ENF MARIN.31/32 5672968,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100510419,BOTTE PLUIE ENF MARIN.33/34 5673017,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100510420,BOTTE PLUIE ROUGE 21/22 5653885 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100510422,BOTTE PLUIE ENF MARIN.27/28 5672946,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100510423,BOTTE PLUIE ENF MARIN.29/30 5672984,1,9990,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100510424,BOTTE DE PLUIE ROUGE 23/24 5653928,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100510425,BOTTE PLUIE ENF RGE 27/28 5673032 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100510427,BOTTE PLUIE ENF RGE 29/30 5673090 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100510430,BOTTE PLUIE ENF RGE 25/26 5653985 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100510524,SLIP*3 CARS ASSORTIS 4/5A 5158891,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100510545,BODY*2 3M MBLC 5232831 IMP GD BGE U,1,6650,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100510547,SLIP*3 SPIDE 6/8A AH19 ASS 6908553,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100510554,SLIP*3 SPIDE 4/5A AH19 ASS 6908531,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100510556,SLIP*3 SPIDE 2/3A AH19 ASS 6908514,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100510558,SLIP*3 CARS 6/8A AH19 ASS 6908151,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100510559,SLIP*3 CARS 2/3A AH19 ASS 6908111,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100510590,SLIP*3 ENF PATPA 6/8A ASS 7152231,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100510592,SLIP*3 ENF PATPA 4/5A ASS 7152212,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100510594,SLIP*3 ENF PATPA 2/3A ASS 7152193,1,0,0,0,,,,,,,
U MARQUE NATIONALE,850,112,100510597,CHEM FILL UCOL 5A BLC/JNE 5180071 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,850,112,100510610,CHEM FILL UCOL 4A BLC/JNE 5180050 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,850,112,100510613,CHEM FILL UCOL 2A BLC/JNE 5180010 U,1,0,0,0,,,,,,,
BUROTEC EMLYS,LINGE DE MAISON,TORCHONS,100392206,TORCHON RAYURE 50/100 BUROTEC EMLYS,12,1350,0,0,,,,,,,
BUROTEC EMLYS,LINGE DE MAISON,TORCHONS,100452450,NAPPE DE TABLE +8TORCHON 230X150 BU,1,10900,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100513207,BOXER*2 3DFLEX T5 DIM 2549371 GS/BC,4,20500,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100513208,BOXER*2 3DFLEX T4 DIM 2549354 ASS,4,20500,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100513211,BOXER*2 3DFLEX T3 DIM 2549332 GS/BC,4,20500,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100513213,SLIP GENEROUS T40 DIM 4161407 BLC,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100513216,BOXER*2 PCK T40/42 DIM 5914060 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100513217,SHORTY TESS 42/44 BDOUX 6962693 RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100513219,SHORTY TESS 38/40 BDOUX 6962672 RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100513220,SHORTY TESS 34/36 BDOUX 6962651 RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100513221,SLIP TESS 42/44 BDOUX 6962494 RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100513222,SLIP TESS 38/40 BDOUX 6962471 ROSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100513223,SG COQUE TESS 95C BDOUX 6961971 RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100513224,SG COQUE TESS 90C BDOUX 6961952 RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100513225,SG COQUE TESS 95B BDOUX 6961892 RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100513226,SG COQUE TESS 90A BDOUX 6961873 RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100513227,BOXER*2 PCK 44/46 DIM 5914081 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100513228,BOXER*2 3DFLEX T2 DIM 2549311 ASS,4,20500,0,0,,,,,,,
BUROTEC EMLYS,LINGE DE MAISON,TORCHONS,100473642,TORCHON COT 50*100 GD CRRX BUROTEC,1,1350,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100513231,BOXER*3 T2 EA.SPR.ATHEN 2482291 ASS,1,0,0,0,,,,,,,
BUROTEC EMLYS,LINGE DE MAISON,TORCHONS,100495924,NAPPE DE TABLE RECT 150*230 BUROTEC,1,6950,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100513234,SLIP FEM T38 GEN.DIM 4161382 BLC,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100513235,SG SG COQUE 95B BDOUX 6961933 RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100513237,SG COQUE 90B TESS 6961911 BDOUX RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100513240,SG COQUE 6961831 BDOUX 6961831 RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100513266,BOXER*2 PCK 36/38 DIM 5914040 ASS,1,0,0,0,,,,,,,
BUROTEC EMLYS,LINGE DE MAISON,TORCHONS,100521859,LOT*3 TORCHON CRRX COUL ASST BUROTE,1,2350,0,0,,,,,,,
BUROTEC EMLYS,LINGERIE HOM,SLIP CALECON,100285271,SLIP OUVERT HOM SL066 BUROTEC TRADI,1,1850,0,0,,,,,,,
BUROTEC EMLYS,LINGERIE HOM,SLIP CALECON,100287029,SLIP FERME SL067A M/L/XL BUROTEC EM,1,1490,0,0,,,,,,,
BUROTEC EMLYS,LINGERIE HOM,SLIP CALECON,100287031,BOXER BX068 BUROTEC EMLYS,1,3500,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100513277,BOXER*3 EA SPR.ATHEN T3 2482330 ASS,1,0,0,0,,,,,,,
CTM,LINGERIE DAME,PYJAMA,100665110,PYJ SHORT MC FEM DF.HIST.PSH CTM BA,18,17990,0,0,,,,,,,
CTM,LINGERIE DAME,PYJAMA,100657591,PYJ SHORT SM FEM HAUT IMP COL ROND,18,16500,0,0,,,,,,,
CTM,LINGERIE DAME,PYJAMA,100657593,PYJAMA CORSAIRE MC FEM HAUT UNI,18,14500,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100513284,BOXER*3 EA.SPR.ATHEN T4 2482350 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100513285,BOXER EA.SPR.ATHEN T5 2482372 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100513288,BOXER*3 EA.SPR.ATHEN T6 2482390 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100513289,BOXER*2 3DFLEX T6 DIM 2549391 GS BC,4,20500,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100515978,SANDALE ENF T22 MIXTE TRANS.7376671,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100515979,SANDALE ENF T23 MIXTE TRANS.7376710,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100515980,SANDALE ENF T24 MIXTE TRANS.7376730,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100516017,SANDALE ENF T25 MIXTE TRANS.7376750,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100516018,SANDALE ENF T26 MIXTE TRANS.7376770,1,0,0,0,,,,,,,
U MARQUE NATIONALE,820,102,100516020,SANDALE ENF T27 MIXTE TRANS.7376792,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516022,CHAUSSON GYM ENF 28 NOIR 5881350 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516023,CHAUSSON GYM ENF 29 NOIR 5881371 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516024,CHAUSSON GYM ENF 30 NOIR 5881391 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516025,CHAUSSON GYM ENF 31 NOIR 5881413 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516026,CHAUSSON GYM ENF 32 NOIR 5881430 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516027,CHAUSSON GYM ENF 33 NOIR 5881450 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516032,CHAUSSON GYM ENF 34 NOIR 5881472 U,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100516037,CULT*3 FILL 2/3A ASS.AH19 6915173,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100516048,CULT*3 FIL 4/5A ASS.AH19 6915192,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100516051,CULT*3 FIL 6/8A ASS.AH19 6915210,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100516058,CULT*3 FIL PONY 2/3A ASS 6934651,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100516067,CULT*3 FIL PONY 4/5A ASS 6934671,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100516070,CULT*3 FIL PONY 6/8A ASS 6934694,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100516071,BOXER AVENG STOCK 2/3A AH18 2710351,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100516072,BOXER AVENG STOCK 4/5A AH18 2710391,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100516073,BOXER AVENG STOCK 6/8A AH18 2710410,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100516074,SLIP*3 CARS 4/5A ASS AH19 6908133,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516075,MI-CHO7*2 DISNE 23/26 5191590 ROSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516076,MI-CH07*2 DISNE 27/30 5191611 ROSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516077,MI-CHO7*2 DISNE 31/34 5191632 ROSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516078,MI-CHO7*2 SPMAN 23/26 5565670 GRIS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516079,MI-CHO7*2 SPMAN 27/30 5565691 GRIS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,830,102,100516080,MI-CHO7*2 SPMAN 31/34 5565710 GRIS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,130,100516081,TETINE*2 SIL TIGEX UNIQ 4863936,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,130,100516083,TETINE*2 SIL TIGEX UNIQ 4864064,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,100,100516087,BIB MULTIFL.300ML TIGEX 5251211 RSE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,100,100516088,BIB MULTIFL.300ML TIGEX 5251290 BLC,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,160,100516095,SUCET*2 SIL PHY T2 FIL TIG.7207730,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,160,100516096,SUCET*2 SIL PHY T2 GAR TIGE.7207790,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,160,100516097,SUCET*2 SIL 0/6M UNI TIGEX 7208193,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,120,100516098,TETINE*2 MULTIFLOW +6M 7223851 TIGE,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,165,100516099,ATTACHE SUCET TIGEX 6226350 CHAT,6,5450,0,0,,,,,,,
U MARQUE NATIONALE,780,140,100516100,GOUPILLON FLEXIBLE TIGEX 7302751,1,3550,0,0,,,,,,,
U MARQUE NATIONALE,780,230,100516101,SG SA ALLAIT NUK 7221810 BLANC M,1,24350,0,0,,,,,,,
U MARQUE NATIONALE,780,230,100516102,SG SA ALLAIT NUK 7221871 BLANC L,1,24350,0,0,,,,,,,
U MARQUE NATIONALE,780,230,100516103,SG SA ALLAIT NUK 7221890 BLANC XL,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,255,100516104,HOCHET 3D SOUPLE TIGEX MULT.5284352,1,7500,0,0,,,,,,,
U MARQUE NATIONALE,780,250,100516105,ANNEAU DE DENTITION TIGEX 7231051,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,220,100516106,VEUILLEUSE ABAT J.BADAB 6262420 RSE,1,11190,0,0,,,,,,,
U MARQUE NATIONALE,780,200,100516107,BAVOIRS BABYCALIN 2734431 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,195,100516108,SMART CUP 250ML COLOR TIGEX 6226232,6,9100,0,0,,,,,,,
U MARQUE NATIONALE,780,196,100516110,ASSIETTE 2EN1 TIGEX BL/VERT 7225250,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,195,100517530,GOBELET PP WPT 12M 4556410 TIGEX,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,160,100517531,SUCETTE*2 SIL SERENITY T3 TIGEX,1,0,0,0,,,,,,,
U MARQUE NATIONALE,780,185,100517532,SET DE COUVERTS INOX TIGEX 7227550,6,7150,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100522276,BOXER*2 F ECODIM 42/44 4810731/2948,4,12900,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529733,BO*2 H STAY&FIT DIM T2 2539172 NR/N,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529734,BO*2 H STAY&FIT DIM T3 2539293 NR/N,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529736,BO*3 H MIX&COL DIM T4 2548951 BL/TQ,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529737,CALECON*2 H DIM T4 6968131 CUBE BL/,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529738,CALECON*2 H DIM T5 6968152 CUB BL/I,1,19690,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529739,BO*2 H MX&FCY DIM BL IMP T2 2549112,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529740,BO*3 H MIX&COL DIM T3 2548935 NR BL,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529742,BODY*3 MC G PBATEAU ASST 9M 2514351,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529743,BODY*3 MC G PBATEAU ASST 6M 2514331,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529744,BODY*3 MC G PBATEAU ASST 3M 2514312,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529745,BODY*3 MC PBATEAU ASST 18M 2514391,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529747,BODY*3 MC G PBATEA.12M 2514372 ASST,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529748,BODY*3 MC F PBATEAU 12M 2514091 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529749,BODY*3 MC F PBATEAU 18M 2514111 ASS,1,0,0,0,,,,,,,
CTM,LINGERIE DAME,PYJAMA,100657599,PYJ SHRT SM FEM HAUT UNI AV IMP DVT,18,15500,1,0,,,,,,,
CTM,LINGERIE DAME,PYJAMA,100657601,BIG  TEE SHRT MC FEM UNI COL R IMP,18,9900,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529764,CALECON*2 H DIM BL/IP T6 6968173,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529765,BO*2 H SOFT POW DIM NR T4 6936291,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529766,BO*2 H SOFT PO DIM NR/NR T3 2549213,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529767,BO*2 H SOFT PO DIM NR/NR T2 2549192,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529768,SLIP*3 TB H DIM T6 2546691 IMP MOSA,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100529769,SLIP*3 H TB DIM IMP MOSA T3 2546631,1,0,0,0,,,,,,,
CMP,400,231,100608700,COUSSIN DEHOUSS.RAINB 40X40CM M6,6,7900,0,0,,,,,,,
CMP,400,111,100651699,HOUSSE CANAP POLYES 3P GRIM6 TX8154,6,25900,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100529777,SLIP F INVISIFIT DIM T42 7267850 SK,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100529778,SLIP F INVISIFIT DIM T36 7267790 NW,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100529779,SLIP*2 F PCK DIM T44/46 5913920 N/B,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529781,SG CORB INVISIFIT DIM 90C 4521676 N,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529782,SG CORB INVISIFIT DIM 85C 4521654 N,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529783,SG CORB INVISIFI DIM 100B 4521633 N,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529784,SG CORB INVISIFIT DIM 95B 4521617 N,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529786,SG CORB INVISIFIT DIM 95C 3536652 N,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529793,SG CORB AMPL INV DIM 85B 2809632 N,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529794,SG CORB AMPL INV DIM 90B 2804390 N.,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100529795,BOXER*3 ENF DIM 8A ASST 2656993,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100529796,BO*3 ENF DIM NR 2/3A 2657532 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100529798,BO*3 ENF DIM NR 14A 2657650 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529799,CULOT*3 F PBATEAU 10A ASST 2658693,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529802,CULOT*3 F PBATEAU ASST 14A 2658732,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529803,SG MOUSSE FILL DIM IMP 80A 2659312,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529805,BO*3 ENF DIM NOIR 4/5A 2657552 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529807,SHORTY*3 DIM IMP 12A 2660811 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529808,BO*3 ENF DIM NOIR 8A 2657592 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529809,CULOT*3 F PBATEAU ASST 12A 2658711,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529810,CULOT*3 FILL DIM ASST 14A 2803714 M,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529811,SG MOUSSE FILL DIM IMP 70A 2659232,1,0,0,0,,,,,,,
U MARQUE NATIONALE,850,112,100529812,CHEM*2 F PBATEAU 6A RS/BC 2650611 M,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529813,BO*3 G ABSORBA ASST 2A 2558832 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529815,BOXER*3 G ABSORBA 3A ASST 2558893 M,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529818,CULOT*3 FILL PBATEAU BC 6A 6963651,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529823,CULOT*3 FILL PBATEAU BC 5A 6963632,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529826,CULOT*3 FILL PBATEAU BC 4A 6963612,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529833,CULOT*3 FILL PBATEAU BC 3A 6963591,1,0,0,0,,,,,,,
U MARQUE NATIONALE,860,101,100529834,TS FILL ABSORBA BC 8A 2983892 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,860,101,100529839,TS*2 MC F PBATEAU 4A 2651192 BC/RS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529840,CULOT*4 FILL ABSORBA 6A 2648394 ASS,1,0,0,0,,,,,,,
CTM,LINGERIE DAME,PYJAMA,100657605,BIG TEE SHRT MC FEM UNI COL R IMP D,18,8500,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100529900,SLIP F CHARM P BDOUX 38/40 2688931,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529902,SG COQ RAVISS.BDOUX BL 95D 2880411,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100529904,SHORTY F RAVIS.BDX BL 34/36 2626731,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529905,SG COQ RAVISS.BDX BL 90C 2880331 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529906,SG COQ RAVISS BDX 95B BL 2880311 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529907,SG AA CHARM PR BDX 95B 2683572 FLOR,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100529908,SLIP CHARM P BDX AQUA 46/48 2688971,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100529909,SLIP CHARM P.BDX AQUA 42/44 2688953,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529910,SG AA CHARM BDX PO 90C 2881353 N/VA,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100529911,SLIP CHARM BDX PO 46/48 2689034 N/V,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100529912,SLIP CHAR.BDX PO NR/VAN 2689011 42/,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100529913,SHORTY RAVISS BDX BL 38/40 2626771,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529914,SG COQ RAVISS BDX 95C 2880352 BL MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529915,SG COQ RAVISS BDX BL 90D 2880392 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529916,SG COQ RAVISS BDX BL 90B 2880293 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529917,SG COQ RAVISS BDX BL 100C 2880372 M,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529918,SG AA CHARM PR BDX 90B 2683551 FLOR,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529919,SG AA CHARM PR BDX 85B 2683511 FLOR,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,102,100529921,SG AA CHARM BDX 100C 2881391 N/VAN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529936,CULOT*3 FILL PBATEAU BC 8A 6963674,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529941,CULOT*3 FILL PBATEAU BC 2A 6963572,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529943,CULOT*4 FILL ABSORBA 3A 2865091 ASS,1,9900,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529945,CULOT*3 FILL PBATEAU 8A 2652191 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529949,CULOT*3 FILL PBATEAU 6A 2652173 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529950,CULOT*3 FILL PBATEAU 5A 2652151 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529951,CULOT*3 FILL PBATEAU 4A 2652132 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529953,CULOT*3 FILL PBATEAU 3A 2652114 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529954,CULOT*3 FILL PBATEAU 2A 2652092 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,860,101,100529956,TS*2 MC PBATEAU BC/RS 10A 2652174 M,1,0,0,0,,,,,,,
U MARQUE NATIONALE,860,101,100529958,TS*2 MC PBATEAU BC/RS 6A 2651232 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,860,101,100529959,TS*2 MC PBATEAU BC/RS 5A 2651212 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,103,100529964,TS*2 MC PBATEAU BC/RS 3A 2651171 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,103,100529967,TS*2 MC PBATEAU BC/RS 2A 2651134 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529968,CULOT*4 FILL ABSORBA 8A 2648411 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529971,CULOT*4 FILL ABSORBA 5A 2648371 MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,101,100529978,CULOT*4 F 4A ABSORBA 2648353 ASS MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529981,CULOT*4 FILL ABSORBA 2A 2648291 ASS,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100529982,BO*2 G PBATEAU 10A RAY/GS 2646734,1,0,0,0,,,,,,,
U MARQUE NATIONALE,870,102,100529983,SLIPS*3 G ABSORBA 8A 2556692 ASS MN,1,0,0,0,,,,,,,
U MARQUE NATIONALE,840,101,100529989,SLIPS*3 G ABSORBA 2A ASST 2556571 M,1,0,0,0,,,,,,,
U MARQUE NATIONALE,930,101,100530078,BO*2 H SOFT POW DIM NR 6936332 T6,1,0,0,0,,,,,,,
CMP,400,231,100702817,COUS FLANEL COTELE 30X50 M6 TX0239,6,6900,18,0,,,,,,,
U MARQUE NATIONALE,930,101,100530080,BO*2 H SOFT PO DIM T5 2549253 NR/NR,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100530082,SLIP F INVISIFIT DIM T40 7267830 SK,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100530083,SLIP F INVISIFIT DIM NW T38 7267810,1,0,0,0,,,,,,,
U MARQUE NATIONALE,900,101,100530084,SLIP*2 PCK DIM NR/BC T40/42 5913901,1,0,0,0,,,,,,,
